Country,VendorName,VendorNumber,PaymentCount,PaymentAmount,InvoiceLineAmountLocal,Currency,ThirdPartyPaymentsLineId,GIAccountDescription,PaymentType,PaymentSubtype,BusinessActivity,InvoiceGIDate
USA,Daniel Beatriz Silva,93300299,4,36000,9000,USD,93300299,Postage & Couriers,CERPS Invoice,Networking,HCP Fee for Service,24-05-2022
USA,Daniel Beatriz Silva,93300299,4,36000,9000,USD,93300299,Vehicle Parking,Monetory TOV,PaidTravel Expenses,Travel Expenses,25-10-2022
USA,David Silva,93300300,4,7300,1825,USD,93300300,Air Fares,CERPS Invoice,PaidTravel Expenses,Travel Expenses,17-11-2022
USA,David Silva,93300300,4,7300,1825,USD,93300300,Hotel & Accomidation,CERPS Invoice,Networking,Travel Expenses,04-07-2022
USA,David Silva,93300300,4,7300,1825,USD,93300300,Other Travel Cost,Monetory TOV,PaidScholarship,Market Research,19-10-2022
USA,David Silva,93300300,4,7300,1825,USD,93300300,Postage & Couriers,CERPS Invoice,Logistics,Travel Expenses,15-09-2023
USA,Valentina Gomez,93300136,3,36500,12166,USD,93300136,Digital Production,Monetory TOV,Logistics,Gifts,24-07-2022
USA,Valentina Gomez,93300136,3,36500,12166,USD,93300136,Air Fares,CERPS Invoice,PaidTravel Expenses,Membership Fees,26-09-2022
USA,Valentina Gomez,93300136,3,36500,12166,USD,93300136,Hotel & Accomidation,CERPS Invoice,Networking,HCP Fee for Service,27-06-2023
USA,Emilia Mendoza,93300137,3,7400,2466,USD,93300137,Taxi Fares,CERPS Invoice,PaidTravel Expenses,Sponsorships,06-09-2022
USA,Emilia Mendoza,93300137,3,7400,2466,USD,93300137,Postage & Couriers,CERPS Invoice,Logistics,Other HCO Expenditure,09-02-2022
USA,Emilia Mendoza,93300137,3,7400,2466,USD,93300137,Other Travel Cost,Monetory TOV,PaidTravel Expenses,Travel Expenses,04-11-2022
USA,Adriana Gomez,93300504,5,39000,7800,USD,93300504,Digital Production,Monetory TOV,PaidTravel Expenses,HCP Fee for Service,25-01-2023
USA,Adriana Gomez,93300504,5,39000,7800,USD,93300504,Hotel & Accomidation,Monetory TOV,Networking,HCP Fee for Service,08-06-2023
USA,Adriana Gomez,93300504,5,39000,7800,USD,93300504,Other Travel Cost,Monetory TOV,Logistics,Travel Expenses,04-08-2023
USA,Adriana Gomez,93300504,5,39000,7800,USD,93300504,Other Travel Cost,Monetory TOV,N/A,Travel Expenses,06-04-2023
USA,Adriana Gomez,93300504,5,39000,7800,USD,93300504,Employee Training,CERPS Invoice,PaidTravel Expenses,HCP Fee for Service,03-01-2022
USA,Daniela Pereira,93300138,3,35500,11833,USD,93300138,Taxi Fares,CERPS Invoice,N/A,Travel Expenses,01-02-2022
USA,Daniela Pereira,93300138,3,35500,11833,USD,93300138,Taxi Fares,CERPS Invoice,PaidTravel Expenses,Other HCO Expenditure,08-07-2022
USA,Daniela Pereira,93300138,3,35500,11833,USD,93300138,Postage & Couriers,Monetory TOV,Logistics,Market Research,12-07-2022
USA,Lucia Silva,93300139,3,37500,12500,USD,93300139,Other Travel Cost,CERPS Invoice,PaidTravel Expenses,Membership Fees,14-04-2022
USA,Lucia Silva,93300139,3,37500,12500,USD,93300139,Postage & Couriers,CERPS Invoice,PaidScholarship,Market Research,11-01-2023
USA,Lucia Silva,93300139,3,37500,12500,USD,93300139,Other Travel Cost,CERPS Invoice,PaidTravel Expenses,Entertainment,09-06-2022
USA,Sofia Valeria Martinez,93300507,5,7300,1460,USD,93300507,Digital Production,Monetory TOV,N/A,Market Research,24-01-2022
USA,Sofia Valeria Martinez,93300507,5,7300,1460,USD,93300507,Hotel & Accomidation,CERPS Invoice,N/A,Grants & Donations,15-12-2023
USA,Sofia Valeria Martinez,93300507,5,7300,1460,USD,93300507,Other Travel Cost,CERPS Invoice,PaidTravel Expenses,Travel Expenses,12-04-2023
USA,Sofia Valeria Martinez,93300507,5,7300,1460,USD,93300507,Taxi Fares,CERPS Invoice,Networking,Sponsorships,05-08-2022
USA,Sofia Valeria Martinez,93300507,5,7300,1460,USD,93300507,Hotel & Accomidation,CERPS Invoice,Logistics,Sponsorships,23-09-2023
USA,Oscar Silva Salvador,93300140,3,37000,12333,USD,93300140,Hotel & Accomidation,CERPS Invoice,Networking,Travel Expenses,26-12-2022
USA,Oscar Silva Salvador,93300140,3,37000,12333,USD,93300140,Postage & Couriers,CERPS Invoice,PaidTravel Expenses,HCP Fee for Service,30-08-2022
USA,Oscar Silva Salvador,93300140,3,37000,12333,USD,93300140,Air Fares,CERPS Invoice,Logistics,Travel Expenses,16-01-2022
USA,Daniel Gonzalez,93300313,4,7500,1875,USD,93300313,Vehicle Parking,Monetory TOV,N/A,Grants & Donations,23-05-2023
USA,Daniel Gonzalez,93300313,4,7500,1875,USD,93300313,Postage & Couriers,CERPS Invoice,PaidTravel Expenses,Other HCO Expenditure,15-02-2023
USA,Daniel Gonzalez,93300313,4,7500,1875,USD,93300313,Vehicle Parking,Monetory TOV,Logistics,Other HCO Expenditure,08-08-2023
USA,Daniel Gonzalez,93300313,4,7500,1875,USD,93300313,Hotel & Accomidation,Monetory TOV,Networking,HCP Fee for Service,18-08-2023
USA,Estela Costa,93300314,4,36000,9000,USD,93300314,Other Travel Cost,Monetory TOV,PaidTravel Expenses,Entertainment,16-12-2022
USA,Estela Costa,93300314,4,36000,9000,USD,93300314,Digital Production,Monetory TOV,PaidScholarship,Sponsorships,24-08-2022
USA,Estela Costa,93300314,4,36000,9000,USD,93300314,Employee Training,CERPS Invoice,N/A,Market Research,08-03-2022
USA,Estela Costa,93300314,4,36000,9000,USD,93300314,Air Fares,Monetory TOV,Networking,Entertainment,30-05-2023
USA,Renata Torres,93300315,4,7400,1850,USD,93300315,Other Travel Cost,CERPS Invoice,N/A,Sponsorships,05-08-2023
USA,Renata Torres,93300315,4,7400,1850,USD,93300315,Air Fares,CERPS Invoice,Logistics,Travel Expenses,26-05-2023
USA,Renata Torres,93300315,4,7400,1850,USD,93300315,Other Travel Cost,Monetory TOV,PaidTravel Expenses,HCP Fee for Service,27-04-2023
USA,Renata Torres,93300315,4,7400,1850,USD,93300315,Vehicle Parking,Monetory TOV,Logistics,Sponsorships,28-04-2023
USA,Esteban Gael Ruiz,93300316,4,37000,9250,USD,93300316,Taxi Fares,CERPS Invoice,PaidTravel Expenses,Entertainment,07-08-2023
USA,Esteban Gael Ruiz,93300316,4,37000,9250,USD,93300316,Employee Training,CERPS Invoice,Logistics,Membership Fees,02-03-2023
USA,Esteban Gael Ruiz,93300316,4,37000,9250,USD,93300316,Air Fares,Monetory TOV,PaidScholarship,Gifts,07-06-2022
USA,Esteban Gael Ruiz,93300316,4,37000,9250,USD,93300316,Digital Production,CERPS Invoice,Networking,Gifts,04-10-2023
USA,Lucia Martinez Rios,93300317,4,36500,9125,USD,93300317,Air Fares,Monetory TOV,PaidScholarship,HCP Fee for Service,22-06-2023
USA,Lucia Martinez Rios,93300317,4,36500,9125,USD,93300317,Vehicle Parking,CERPS Invoice,N/A,Membership Fees,07-06-2023
USA,Lucia Martinez Rios,93300317,4,36500,9125,USD,93300317,Employee Training,CERPS Invoice,PaidTravel Expenses,Gifts,07-07-2022
USA,Lucia Martinez Rios,93300317,4,36500,9125,USD,93300317,Hotel & Accomidation,CERPS Invoice,PaidScholarship,Gifts,03-03-2022
USA,Oscar Pereira,93300318,4,7400,1850,USD,93300318,Other Travel Cost,CERPS Invoice,PaidScholarship,HCP Fee for Service,28-05-2023
USA,Oscar Pereira,93300318,4,7400,1850,USD,93300318,Vehicle Parking,CERPS Invoice,Networking,Other HCO Expenditure,25-10-2023
USA,Oscar Pereira,93300318,4,7400,1850,USD,93300318,Digital Production,Monetory TOV,PaidScholarship,Travel Expenses,03-01-2023
USA,Oscar Pereira,93300318,4,7400,1850,USD,93300318,Other Travel Cost,Monetory TOV,Networking,HCP Fee for Service,30-12-2023
USA,Emilia Hugo Pereira,93300319,4,37500,9375,USD,93300319,Hotel & Accomidation,Monetory TOV,Networking,Travel Expenses,12-09-2022
USA,Emilia Hugo Pereira,93300319,4,37500,9375,USD,93300319,Air Fares,CERPS Invoice,N/A,Other HCO Expenditure,22-03-2022
USA,Emilia Hugo Pereira,93300319,4,37500,9375,USD,93300319,Postage & Couriers,Monetory TOV,Logistics,HCP Fee for Service,06-11-2022
USA,Emilia Hugo Pereira,93300319,4,37500,9375,USD,93300319,Taxi Fares,CERPS Invoice,Networking,Market Research,13-12-2023
USA,Juan Silva,93300320,4,36500,9125,USD,93300320,Taxi Fares,CERPS Invoice,N/A,Market Research,25-07-2023
USA,Juan Silva,93300320,4,36500,9125,USD,93300320,Air Fares,CERPS Invoice,PaidScholarship,Travel Expenses,13-01-2022
USA,Juan Silva,93300320,4,36500,9125,USD,93300320,Employee Training,Monetory TOV,Logistics,Grants & Donations,14-09-2022
USA,Juan Silva,93300320,4,36500,9125,USD,93300320,Air Fares,CERPS Invoice,Logistics,Other HCO Expenditure,07-05-2023
USA,Estela Ruiz,93300321,4,7400,1850,USD,93300321,Digital Production,Monetory TOV,PaidTravel Expenses,Market Research,17-11-2023
USA,Estela Ruiz,93300321,4,7400,1850,USD,93300321,Air Fares,CERPS Invoice,PaidTravel Expenses,HCP Fee for Service,22-05-2023
USA,Estela Ruiz,93300321,4,7400,1850,USD,93300321,Other Travel Cost,CERPS Invoice,PaidScholarship,Training,18-12-2023
USA,Estela Ruiz,93300321,4,7400,1850,USD,93300321,Vehicle Parking,CERPS Invoice,Networking,Training,18-02-2022
USA,Valentina Ruiz,93300322,4,7500,1875,USD,93300322,Air Fares,Monetory TOV,N/A,Other HCO Expenditure,06-12-2022
USA,Valentina Ruiz,93300322,4,7500,1875,USD,93300322,Other Travel Cost,CERPS Invoice,N/A,Market Research,25-01-2023
USA,Valentina Ruiz,93300322,4,7500,1875,USD,93300322,Air Fares,Monetory TOV,Logistics,Entertainment,15-09-2022
USA,Valentina Ruiz,93300322,4,7500,1875,USD,93300322,Postage & Couriers,Monetory TOV,PaidScholarship,Travel Expenses,09-03-2022
USA,Juan Martinez,93300323,4,37000,9250,USD,93300323,Employee Training,CERPS Invoice,N/A,Market Research,22-02-2022
USA,Juan Martinez,93300323,4,37000,9250,USD,93300323,Air Fares,CERPS Invoice,PaidTravel Expenses,HCP Fee for Service,16-03-2022
USA,Juan Martinez,93300323,4,37000,9250,USD,93300323,Vehicle Parking,Monetory TOV,PaidScholarship,HCP Fee for Service,24-02-2023
USA,Juan Martinez,93300323,4,37000,9250,USD,93300323,Employee Training,Monetory TOV,PaidTravel Expenses,Membership Fees,20-08-2023
USA,Martina Silva,93300324,4,36000,9000,USD,93300324,Employee Training,CERPS Invoice,PaidTravel Expenses,Entertainment,13-10-2023
USA,Martina Silva,93300324,4,36000,9000,USD,93300324,Hotel & Accomidation,CERPS Invoice,PaidTravel Expenses,Membership Fees,04-09-2023
USA,Martina Silva,93300324,4,36000,9000,USD,93300324,Hotel & Accomidation,Monetory TOV,PaidTravel Expenses,HCP Fee for Service,16-06-2022
USA,Martina Silva,93300324,4,36000,9000,USD,93300324,Postage & Couriers,Monetory TOV,PaidTravel Expenses,Sponsorships,01-12-2022
USA,Oscar Silva Beatriz,93300325,4,37000,9250,USD,93300325,Air Fares,CERPS Invoice,PaidTravel Expenses,Travel Expenses,29-09-2023
USA,Oscar Silva Beatriz,93300325,4,37000,9250,USD,93300325,Vehicle Parking,Monetory TOV,N/A,Entertainment,03-08-2023
USA,Oscar Silva Beatriz,93300325,4,37000,9250,USD,93300325,Digital Production,Monetory TOV,Networking,Other HCO Expenditure,14-04-2023
USA,Oscar Silva Beatriz,93300325,4,37000,9250,USD,93300325,Postage & Couriers,CERPS Invoice,Networking,Market Research,25-02-2022
USA,Emilia Gonzalez,93300326,4,7400,1850,USD,93300326,Other Travel Cost,Monetory TOV,PaidScholarship,HCP Fee for Service,11-07-2022
USA,Emilia Gonzalez,93300326,4,7400,1850,USD,93300326,Hotel & Accomidation,CERPS Invoice,PaidScholarship,Gifts,13-04-2023
USA,Emilia Gonzalez,93300326,4,7400,1850,USD,93300326,Postage & Couriers,Monetory TOV,PaidScholarship,Sponsorships,05-10-2023
USA,Emilia Gonzalez,93300326,4,7400,1850,USD,93300326,Vehicle Parking,CERPS Invoice,PaidScholarship,Other HCO Expenditure,08-10-2023
USA,JulianaTorres Silva,93300327,4,36500,9125,USD,93300327,Other Travel Cost,Monetory TOV,PaidTravel Expenses,Travel Expenses,17-10-2023
USA,JulianaTorres Silva,93300327,4,36500,9125,USD,93300327,Hotel & Accomidation,CERPS Invoice,Networking,HCP Fee for Service,10-09-2023
USA,JulianaTorres Silva,93300327,4,36500,9125,USD,93300327,Vehicle Parking,CERPS Invoice,PaidTravel Expenses,Market Research,04-01-2022
USA,JulianaTorres Silva,93300327,4,36500,9125,USD,93300327,Taxi Fares,CERPS Invoice,Networking,Travel Expenses,19-08-2022
USA,Camila Gomez,93300141,3,36000,12000,USD,93300141,Air Fares,Monetory TOV,N/A,Grants & Donations,27-01-2022
USA,Camila Gomez,93300141,3,36000,12000,USD,93300141,Employee Training,Monetory TOV,PaidTravel Expenses,Other HCO Expenditure,23-11-2023
USA,Camila Gomez,93300141,3,36000,12000,USD,93300141,Employee Training,CERPS Invoice,PaidTravel Expenses,HCP Fee for Service,23-05-2022
USA,Victoria Costa Torres,93300328,4,37000,9250,USD,93300328,Air Fares,Monetory TOV,N/A,Entertainment,03-03-2022
USA,Victoria Costa Torres,93300328,4,37000,9250,USD,93300328,Hotel & Accomidation,Monetory TOV,PaidTravel Expenses,Training,19-02-2022
USA,Victoria Costa Torres,93300328,4,37000,9250,USD,93300328,Hotel & Accomidation,Monetory TOV,Logistics,Travel Expenses,28-10-2023
USA,Victoria Costa Torres,93300328,4,37000,9250,USD,93300328,Employee Training,CERPS Invoice,Networking,Training,27-02-2022
USA,Nicolas Gomez,93300329,4,37500,9375,USD,93300329,Vehicle Parking,CERPS Invoice,Logistics,Travel Expenses,07-05-2022
USA,Nicolas Gomez,93300329,4,37500,9375,USD,93300329,Vehicle Parking,Monetory TOV,N/A,Entertainment,28-10-2022
USA,Nicolas Gomez,93300329,4,37500,9375,USD,93300329,Employee Training,Monetory TOV,PaidTravel Expenses,Membership Fees,16-10-2023
USA,Nicolas Gomez,93300329,4,37500,9375,USD,93300329,Taxi Fares,CERPS Invoice,PaidTravel Expenses,Travel Expenses,11-04-2023
USA,Adriana Lee Gonzalez,93300330,4,7300,1825,USD,93300330,Employee Training,CERPS Invoice,PaidScholarship,Membership Fees,07-01-2022
USA,Adriana Lee Gonzalez,93300330,4,7300,1825,USD,93300330,Employee Training,CERPS Invoice,N/A,Grants & Donations,22-09-2022
USA,Adriana Lee Gonzalez,93300330,4,7300,1825,USD,93300330,Other Travel Cost,Monetory TOV,Logistics,Travel Expenses,28-04-2022
USA,Adriana Lee Gonzalez,93300330,4,7300,1825,USD,93300330,Hotel & Accomidation,Monetory TOV,PaidTravel Expenses,Membership Fees,25-08-2023
USA,Oscar Torres,93300331,4,7400,1850,USD,93300331,Digital Production,Monetory TOV,N/A,Grants & Donations,16-04-2022
USA,Oscar Torres,93300331,4,7400,1850,USD,93300331,Taxi Fares,CERPS Invoice,PaidScholarship,Travel Expenses,12-12-2022
USA,Oscar Torres,93300331,4,7400,1850,USD,93300331,Vehicle Parking,Monetory TOV,PaidTravel Expenses,Entertainment,15-11-2022
USA,Oscar Torres,93300331,4,7400,1850,USD,93300331,Taxi Fares,CERPS Invoice,PaidTravel Expenses,Gifts,16-04-2023
USA,Martina Ruiz,93300332,4,36500,9125,USD,93300332,Other Travel Cost,Monetory TOV,PaidTravel Expenses,Membership Fees,10-12-2023
USA,Martina Ruiz,93300332,4,36500,9125,USD,93300332,Vehicle Parking,Monetory TOV,PaidScholarship,HCP Fee for Service,10-12-2023
USA,Martina Ruiz,93300332,4,36500,9125,USD,93300332,Air Fares,CERPS Invoice,Networking,Membership Fees,14-07-2023
USA,Martina Ruiz,93300332,4,36500,9125,USD,93300332,Postage & Couriers,CERPS Invoice,Networking,Travel Expenses,23-09-2022
USA,Nicolas Ruiz,93300333,4,37000,9250,USD,93300333,Air Fares,CERPS Invoice,N/A,HCP Fee for Service,20-05-2022
USA,Nicolas Ruiz,93300333,4,37000,9250,USD,93300333,Taxi Fares,CERPS Invoice,PaidTravel Expenses,Membership Fees,26-01-2022
USA,Nicolas Ruiz,93300333,4,37000,9250,USD,93300333,Vehicle Parking,Monetory TOV,PaidScholarship,HCP Fee for Service,08-10-2022
USA,Nicolas Ruiz,93300333,4,37000,9250,USD,93300333,Vehicle Parking,Monetory TOV,Networking,Training,22-09-2022
USA,Emilia Pereira,93300334,4,36000,9000,USD,93300334,Other Travel Cost,CERPS Invoice,PaidTravel Expenses,Travel Expenses,11-10-2023
USA,Emilia Pereira,93300334,4,36000,9000,USD,93300334,Taxi Fares,CERPS Invoice,N/A,Sponsorships,05-06-2022
USA,Emilia Pereira,93300334,4,36000,9000,USD,93300334,Postage & Couriers,CERPS Invoice,PaidTravel Expenses,Membership Fees,06-08-2022
USA,Emilia Pereira,93300334,4,36000,9000,USD,93300334,Hotel & Accomidation,CERPS Invoice,N/A,Travel Expenses,22-01-2023
USA,Oscar Ruiz,93300335,4,37000,9250,USD,93300335,Taxi Fares,Monetory TOV,N/A,Other HCO Expenditure,12-03-2022
USA,Oscar Ruiz,93300335,4,37000,9250,USD,93300335,Hotel & Accomidation,CERPS Invoice,N/A,Entertainment,20-05-2023
USA,Oscar Ruiz,93300335,4,37000,9250,USD,93300335,Air Fares,CERPS Invoice,PaidTravel Expenses,Travel Expenses,05-11-2022
USA,Oscar Ruiz,93300335,4,37000,9250,USD,93300335,Vehicle Parking,Monetory TOV,PaidTravel Expenses,Gifts,08-04-2022
USA,Roberto Gomez,93300336,4,36500,9125,USD,93300336,Hotel & Accomidation,Monetory TOV,N/A,HCP Fee for Service,20-06-2022
USA,Roberto Gomez,93300336,4,36500,9125,USD,93300336,Vehicle Parking,CERPS Invoice,Networking,Entertainment,26-06-2022
USA,Roberto Gomez,93300336,4,36500,9125,USD,93300336,Other Travel Cost,Monetory TOV,PaidScholarship,Membership Fees,21-02-2022
USA,Roberto Gomez,93300336,4,36500,9125,USD,93300336,Taxi Fares,Monetory TOV,N/A,HCP Fee for Service,07-10-2022
USA,Valeria Julie Ruiz,93300337,4,7500,1875,USD,93300337,Digital Production,CERPS Invoice,PaidTravel Expenses,Membership Fees,06-09-2023
USA,Valeria Julie Ruiz,93300337,4,7500,1875,USD,93300337,Employee Training,Monetory TOV,Logistics,Entertainment,23-05-2022
USA,Valeria Julie Ruiz,93300337,4,7500,1875,USD,93300337,Air Fares,CERPS Invoice,Networking,Travel Expenses,22-06-2022
USA,Valeria Julie Ruiz,93300337,4,7500,1875,USD,93300337,Digital Production,Monetory TOV,PaidScholarship,Travel Expenses,08-01-2023
USA,Roberto Juan Ruiz,93300338,4,37000,9250,USD,93300338,Taxi Fares,CERPS Invoice,N/A,Grants & Donations,09-09-2023
USA,Roberto Juan Ruiz,93300338,4,37000,9250,USD,93300338,Taxi Fares,Monetory TOV,PaidScholarship,Training,27-11-2023
USA,Roberto Juan Ruiz,93300338,4,37000,9250,USD,93300338,Air Fares,Monetory TOV,PaidTravel Expenses,Grants & Donations,06-01-2023
USA,Roberto Juan Ruiz,93300338,4,37000,9250,USD,93300338,Vehicle Parking,CERPS Invoice,Logistics,HCP Fee for Service,28-02-2022
USA,Victoria Pedro Silva,93300339,4,7400,1850,USD,93300339,Air Fares,CERPS Invoice,PaidTravel Expenses,Other HCO Expenditure,19-01-2023
USA,Victoria Pedro Silva,93300339,4,7400,1850,USD,93300339,Hotel & Accomidation,CERPS Invoice,PaidTravel Expenses,Travel Expenses,19-07-2022
USA,Victoria Pedro Silva,93300339,4,7400,1850,USD,93300339,Digital Production,Monetory TOV,PaidScholarship,Travel Expenses,24-04-2023
USA,Victoria Pedro Silva,93300339,4,7400,1850,USD,93300339,Employee Training,CERPS Invoice,N/A,Sponsorships,11-06-2022
USA,Esteban Beatriz Silva,93300341,4,7400,1850,USD,93300341,Air Fares,CERPS Invoice,Networking,Membership Fees,20-10-2022
USA,Esteban Beatriz Silva,93300341,4,7400,1850,USD,93300341,Postage & Couriers,Monetory TOV,N/A,Other HCO Expenditure,18-02-2022
USA,Esteban Beatriz Silva,93300341,4,7400,1850,USD,93300341,Air Fares,Monetory TOV,Networking,Gifts,10-10-2022
USA,Esteban Beatriz Silva,93300341,4,7400,1850,USD,93300341,Vehicle Parking,Monetory TOV,PaidTravel Expenses,Other HCO Expenditure,15-06-2023
USA,Roberto Martinez,93300342,4,36500,9125,USD,93300342,Hotel & Accomidation,CERPS Invoice,PaidTravel Expenses,Other HCO Expenditure,06-09-2023
USA,Roberto Martinez,93300342,4,36500,9125,USD,93300342,Employee Training,Monetory TOV,PaidScholarship,Gifts,23-04-2022
USA,Roberto Martinez,93300342,4,36500,9125,USD,93300342,Other Travel Cost,Monetory TOV,PaidTravel Expenses,Sponsorships,29-05-2023
USA,Roberto Martinez,93300342,4,36500,9125,USD,93300342,Hotel & Accomidation,Monetory TOV,Networking,Grants & Donations,21-11-2022
USA,Diego Fernandez,93300569,5,43500,8700,USD,93300569,Air Fares,CERPS Invoice,Logistics,Travel Expenses,01-09-2023
USA,Diego Fernandez,93300569,5,43500,8700,USD,93300569,Other Travel Cost,Monetory TOV,PaidTravel Expenses,Other HCO Expenditure,27-09-2023
USA,Diego Fernandez,93300569,5,43500,8700,USD,93300569,Air Fares,Monetory TOV,Networking,HCP Fee for Service,18-06-2023
USA,Diego Fernandez,93300569,5,43500,8700,USD,93300569,Digital Production,CERPS Invoice,Logistics,HCP Fee for Service,20-12-2023
USA,Diego Fernandez,93300569,5,43500,8700,USD,93300569,Employee Training,Monetory TOV,N/A,Sponsorships,26-09-2023
USA,Andres Castro,93300570,5,43000,8600,USD,93300570,Employee Training,Monetory TOV,Networking,Entertainment,14-04-2022
USA,Andres Castro,93300570,5,43000,8600,USD,93300570,Air Fares,CERPS Invoice,PaidTravel Expenses,Gifts,13-12-2022
USA,Andres Castro,93300570,5,43000,8600,USD,93300570,Taxi Fares,Monetory TOV,PaidScholarship,Travel Expenses,05-06-2023
USA,Andres Castro,93300570,5,43000,8600,USD,93300570,Digital Production,Monetory TOV,PaidScholarship,Sponsorships,07-12-2022
USA,Andres Castro,93300570,5,43000,8600,USD,93300570,Air Fares,CERPS Invoice,Networking,Membership Fees,25-02-2022
USA,Vanessa Gomez,93300571,5,8500,1700,USD,93300571,Employee Training,CERPS Invoice,Logistics,Travel Expenses,30-03-2023
USA,Vanessa Gomez,93300571,5,8500,1700,USD,93300571,Hotel & Accomidation,CERPS Invoice,PaidTravel Expenses,Market Research,03-05-2022
USA,Vanessa Gomez,93300571,5,8500,1700,USD,93300571,Employee Training,CERPS Invoice,Logistics,Gifts,03-06-2022
USA,Vanessa Gomez,93300571,5,8500,1700,USD,93300571,Taxi Fares,Monetory TOV,N/A,Training,15-04-2023
USA,Vanessa Gomez,93300571,5,8500,1700,USD,93300571,Digital Production,Monetory TOV,PaidScholarship,Sponsorships,31-08-2023
USA,Mario Gonzalez,93300572,5,43500,8700,USD,93300572,Postage & Couriers,Monetory TOV,Logistics,Grants & Donations,29-07-2022
USA,Mario Gonzalez,93300572,5,43500,8700,USD,93300572,Air Fares,Monetory TOV,PaidTravel Expenses,Training,12-08-2023
USA,Mario Gonzalez,93300572,5,43500,8700,USD,93300572,Hotel & Accomidation,CERPS Invoice,PaidScholarship,Travel Expenses,04-09-2022
USA,Mario Gonzalez,93300572,5,43500,8700,USD,93300572,Employee Training,Monetory TOV,PaidTravel Expenses,Market Research,24-02-2022
USA,Mario Gonzalez,93300572,5,43500,8700,USD,93300572,Taxi Fares,Monetory TOV,PaidScholarship,Training,18-03-2023
USA,Julian Gomez Salvador,93300573,5,8600,1720,USD,93300573,Hotel & Accomidation,CERPS Invoice,PaidScholarship,HCP Fee for Service,08-03-2022
USA,Julian Gomez Salvador,93300573,5,8600,1720,USD,93300573,Hotel & Accomidation,CERPS Invoice,PaidScholarship,Travel Expenses,27-09-2022
USA,Julian Gomez Salvador,93300573,5,8600,1720,USD,93300573,Hotel & Accomidation,CERPS Invoice,PaidScholarship,Other HCO Expenditure,04-11-2023
USA,Julian Gomez Salvador,93300573,5,8600,1720,USD,93300573,Other Travel Cost,CERPS Invoice,PaidTravel Expenses,Market Research,02-01-2022
USA,Julian Gomez Salvador,93300573,5,8600,1720,USD,93300573,Other Travel Cost,Monetory TOV,PaidTravel Expenses,HCP Fee for Service,13-09-2023
USA,Andrea Martinez,93300574,5,44000,8800,USD,93300574,Hotel & Accomidation,Monetory TOV,N/A,Membership Fees,26-02-2022
USA,Andrea Martinez,93300574,5,44000,8800,USD,93300574,Employee Training,CERPS Invoice,PaidScholarship,Entertainment,31-10-2023
USA,Andrea Martinez,93300574,5,44000,8800,USD,93300574,Air Fares,Monetory TOV,N/A,HCP Fee for Service,21-03-2022
USA,Andrea Martinez,93300574,5,44000,8800,USD,93300574,Other Travel Cost,Monetory TOV,Networking,Other HCO Expenditure,17-06-2022
USA,Andrea Martinez,93300574,5,44000,8800,USD,93300574,Taxi Fares,CERPS Invoice,Logistics,Membership Fees,06-04-2023
USA,Valeria Lopez Gomez,93300575,5,42500,8500,USD,93300575,Employee Training,Monetory TOV,Logistics,Training,09-06-2022
USA,Valeria Lopez Gomez,93300575,5,42500,8500,USD,93300575,Other Travel Cost,CERPS Invoice,PaidTravel Expenses,Travel Expenses,09-09-2022
USA,Valeria Lopez Gomez,93300575,5,42500,8500,USD,93300575,Vehicle Parking,Monetory TOV,Networking,HCP Fee for Service,10-04-2022
USA,Valeria Lopez Gomez,93300575,5,42500,8500,USD,93300575,Taxi Fares,CERPS Invoice,N/A,Market Research,09-09-2023
USA,Valeria Lopez Gomez,93300575,5,42500,8500,USD,93300575,Digital Production,CERPS Invoice,N/A,Other HCO Expenditure,12-08-2022
USA,Martina Fernandez,93300576,5,43500,8700,USD,93300576,Hotel & Accomidation,CERPS Invoice,Logistics,Market Research,20-01-2022
USA,Martina Fernandez,93300576,5,43500,8700,USD,93300576,Taxi Fares,Monetory TOV,Networking,Entertainment,27-01-2023
USA,Martina Fernandez,93300576,5,43500,8700,USD,93300576,Hotel & Accomidation,CERPS Invoice,PaidTravel Expenses,HCP Fee for Service,07-10-2022
USA,Martina Fernandez,93300576,5,43500,8700,USD,93300576,Hotel & Accomidation,Monetory TOV,PaidScholarship,HCP Fee for Service,21-07-2022
USA,Martina Fernandez,93300576,5,43500,8700,USD,93300576,Other Travel Cost,CERPS Invoice,N/A,Other HCO Expenditure,11-09-2022
USA,Jorge Gonzalez,93300577,5,43000,8600,USD,93300577,Hotel & Accomidation,Monetory TOV,PaidTravel Expenses,HCP Fee for Service,04-11-2023
USA,Jorge Gonzalez,93300577,5,43000,8600,USD,93300577,Employee Training,Monetory TOV,N/A,Training,21-06-2023
USA,Jorge Gonzalez,93300577,5,43000,8600,USD,93300577,Vehicle Parking,Monetory TOV,PaidScholarship,Travel Expenses,15-06-2022
USA,Jorge Gonzalez,93300577,5,43000,8600,USD,93300577,Other Travel Cost,Monetory TOV,PaidTravel Expenses,Gifts,14-04-2023
USA,Jorge Gonzalez,93300577,5,43000,8600,USD,93300577,Vehicle Parking,Monetory TOV,PaidScholarship,Sponsorships,12-12-2022
USA,Oscar Martinez Salvador,93300578,5,44000,8800,USD,93300578,Vehicle Parking,CERPS Invoice,PaidScholarship,Travel Expenses,04-04-2023
USA,Oscar Martinez Salvador,93300578,5,44000,8800,USD,93300578,Employee Training,CERPS Invoice,PaidScholarship,Entertainment,05-09-2023
